State,Max Demand Met (MW),Shortage (MW),Energy Met (MU),Schedule (MU),OD/UD (MW),Max OD (MW),Energy Shortage (MU),Date
Mizoram,126,0,1.8,1.4,0.1,18,0.0,2022-10-18
Nagaland,152,0,2.3,2.0,-0.1,18,0.0,2022-10-18
Tripura,259,0,4.7,3.6,0.2,36,0.0,2022-10-18
State Sector,10055,16184,9505.0,1450.0,120.0,37313,51.0,2022-10-18
Total,17973,32144,17593.0,4640.0,867.0,73217,100.0,2022-10-18
Coal,623,1144,477.0,568.0,15.0,2827,73.0,2022-10-18
Lignite,30,10,46.0,0.0,0.0,87,2.0,2022-10-18
Hydro,147,34,150.0,69.0,22.0,423,11.0,2022-10-18
Nuclear,26,40,70.0,0.0,0.0,136,3.0,2022-10-18
 Naptha & Diesel,15,0,4.0,0.0,24.0,42,1.0,2022-10-18
 Biomass & Others),137,90,139.0,5.0,1.0,371,10.0,2022-10-18
Total,978,1318,887.0,642.0,62.0,3887,100.0,2022-10-18
Punjab,6319,0,130.3,40.4,-0.2,163,0.0,2022-10-19
Haryana,6345,63,130.7,67.0,1.9,255,1.28,2022-10-19
Rajasthan,14571,0,285.9,100.8,1.0,358,0.0,2022-10-19
Delhi,3847,0,73.5,66.7,-0.9,124,0.0,2022-10-19
NR UP,15770,0,306.9,91.1,2.4,436,0.49,2022-10-19
Uttarakhand,1815,70,36.0,23.7,-0.1,241,1.0,2022-10-19
HP,1843,0,32.5,17.9,0.2,141,0.0,2022-10-19
J&K(UT) & Ladakh(UT),2634,0,53.4,47.2,1.0,210,0.61,2022-10-19
Chandigarh,191,0,3.5,3.9,-0.4,6,0.0,2022-10-19
Chhattisgarh,4034,0,90.1,43.8,0.1,199,0.0,2022-10-19
Gujarat,18496,0,382.5,242.4,-0.4,666,0.0,2022-10-19
MP.,13030,0,271.1,169.5,-2.7,591,0.0,2022-10-19
WR Maharashtra,23002,0,487.9,157.8,-0.2,771,0.0,2022-10-19
Goa,654,0,12.4,12.9,-1.1,46,0.0,2022-10-19
DNHDDPDCL,1170,0,26.7,26.6,0.1,181,0.0,2022-10-19
AMNSIL,721,0,14.5,9.4,-0.3,282,0.0,2022-10-19
Telangana,9386,0,177.0,18.9,0.6,477,0.0,2022-10-19
SR Karnataka,9895,0,188.4,64.1,-1.3,733,0.0,2022-10-19
Kerala,3625,0,75.8,49.6,0.1,272,0.0,2022-10-19
Tamil Nadu,13754,0,284.3,167.7,-0.1,696,0.0,2022-10-19
Puducherry,375,0,8.3,17.0,-0.2,91,0.0,2022-10-19
Bihar,4617,170,88.2,78.0,-0.6,119,0.45,2022-10-19
Jharkhand,1728,520,30.9,19.8,0.4,408,2.53,2022-10-19
ER Odisha,5185,0,106.2,31.2,-1.0,436,0.0,2022-10-19
West Bengal,7444,0,141.6,9.3,-0.1,479,0.0,2022-10-19
Sikkim,108,0,1.6,1.6,0.0,21,0.0,2022-10-19
Arunachal Pradesh,124,0,2.3,2.4,-0.5,25,0.0,2022-10-19
Manipur,203,0,2.7,2.6,0.0,28,0.0,2022-10-19
NER Meghalaya,350,0,6.5,5.1,-0.3,24,0.0,2022-10-19
Mizoram,124,0,1.8,1.4,-0.1,25,0.0,2022-10-19
Nagaland,134,0,2.0,1.6,0.1,18,0.0,2022-10-19
Tripura,262,0,4.5,2.8,0.1,35,0.0,2022-10-19
Central Sector,7752,16671,7378.0,3190.0,672.0,35662,48.0,2022-10-19
State Sector,11295,15439,10105.0,1700.0,99.0,38637,52.0,2022-10-19
Total,19047,32109,17483.0,4890.0,7.0,74299,100.0,2022-10-19
Lignite,28,10,48.0,0.0,0.0,85,2.0,2022-10-19
Hydro,143,46,146.0,71.0,22.0,428,11.0,2022-10-19
Nuclear,26,40,62.0,0.0,0.0,128,3.0,2022-10-19
 Naptha & Diesel,15,5,4.0,0.0,24.0,48,1.0,2022-10-19
 Biomass & Others),139,83,177.0,5.0,1.0,405,10.0,2022-10-19
Total,971,1329,918.0,636.0,62.0,3916,100.0,2022-10-19
Punjab,6413,0,127.3,39.0,-0.9,179,0.0,2022-10-20
Haryana,6339,0,132.1,72.4,-1.2,142,0.34,2022-10-20
Delhi,3646,0,71.6,63.9,-0.6,146,0.0,2022-10-20
NR UP,16182,0,304.8,88.8,-0.6,378,0.78,2022-10-20
Uttarakhand,1778,0,35.4,23.0,0.3,127,1.05,2022-10-20
HP,1823,0,32.1,18.5,-0.5,45,0.0,2022-10-20
J&K(UT) & Ladakh(UT),2584,100,51.3,45.0,1.1,539,1.87,2022-10-20
Chandigarh,185,0,3.4,3.6,-0.2,21,0.0,2022-10-20
Chhattisgarh,3986,0,89.7,37.4,0.7,155,0.0,2022-10-20
Gujarat,18947,0,388.5,252.7,2.7,901,0.0,2022-10-20
WR Maharashtra,23215,0,493.5,150.8,-0.8,707,0.0,2022-10-20
Goa,653,0,12.7,12.9,-0.8,37,0.0,2022-10-20
DNHDDPDCL,1153,0,26.6,26.5,0.1,74,0.0,2022-10-20
AMNSIL,737,0,15.7,9.3,0.7,306,0.0,2022-10-20
Andhra Pradesh,8710,0,187.6,68.7,0.2,380,0.0,2022-10-20
Telangana,9149,0,174.0,21.6,-0.6,490,0.0,2022-10-20
SR Karnataka,10058,0,189.9,62.4,-1.4,461,0.0,2022-10-20
Kerala,3647,0,74.8,48.4,0.0,233,0.0,2022-10-20
Tamil Nadu,13103,0,273.3,155.1,-0.2,449,0.0,2022-10-20
Puducherry,403,0,19.0,19.0,0.0,62,0.0,2022-10-20
Bihar,4753,0,87.5,71.7,-1.1,189,0.1,2022-10-20
DVC,3320,0,70.6,43.4,0.2,257,0.0,2022-10-20
Jharkhand,1570,516,28.1,18.7,0.1,435,3.67,2022-10-20
ER Odisha,5486,0,113.0,34.0,-0.9,559,0.0,2022-10-20
West Bengal,7175,0,139.8,9.0,-1.4,484,0.0,2022-10-20
Sikkim,96,0,1.5,1.5,0.0,32,0.0,2022-10-20
Arunachal Pradesh,108,0,2.3,2.2,-0.2,19,0.0,2022-10-20
Assam,1631,0,29.8,22.0,0.6,113,0.0,2022-10-20
Manipur,206,22,2.6,2.6,0.0,26,0.02,2022-10-20
NER Meghalaya,345,0,6.5,4.2,-0.2,59,0.0,2022-10-20
Mizoram,116,0,1.8,1.4,-0.1,29,0.0,2022-10-20
Nagaland,137,0,2.0,1.6,0.1,30,0.0,2022-10-20
Tripura,275,0,4.6,3.4,0.4,63,0.08,2022-10-20
Central Sector,8452,16131,8748.0,2530.0,922.0,36782,49.0,2022-10-20
State Sector,11005,15057,9895.0,2450.0,171.0,38577,51.0,2022-10-20
Total,19457,31187,18643.0,4980.0,1093.0,75359,100.0,2022-10-20
Coal,614,1153,476.0,561.0,10.0,2814,72.0,2022-10-20
Lignite,24,8,45.0,0.0,0.0,76,2.0,2022-10-20
Hydro,141,50,153.0,70.0,21.0,436,11.0,2022-10-20
Nuclear,26,40,60.0,0.0,0.0,126,3.0,2022-10-20
 Naptha & Diesel,14,2,4.0,0.0,24.0,43,1.0,2022-10-20
 Biomass & Others),155,80,188.0,5.0,1.0,430,11.0,2022-10-20
Total,974,1333,926.0,636.0,56.0,3924,100.0,2022-10-20
Punjab,5631,0,113.9,38.8,-1.9,30,0.0,2022-10-21
Haryana,5669,0,120.2,64.3,-0.6,160,0.0,2022-10-21
Rajasthan,14881,0,286.4,113.7,21.0,508,1.62,2022-10-21
Delhi,3504,0,68.7,60.7,-0.6,141,0.0,2022-10-21
NR UP,15531,0,297.6,82.2,0.7,561,0.0,2022-10-21
Uttarakhand,1739,0,33.7,21.3,0.3,141,0.0,2022-10-21
HP,1551,0,28.8,15.6,-0.2,126,0.11,2022-10-21
J&K(UT) & Ladakh(UT),2550,0,41.9,38.4,-1.7,498,0.0,2022-10-21
Chandigarh,172,0,3.1,3.3,-0.2,23,0.0,2022-10-21
Chhattisgarh,3931,0,88.3,37.6,-0.1,176,0.0,2022-10-21
Gujarat,18340,0,376.7,246.3,-1.6,795,0.0,2022-10-21
MP.,13387,0,278.1,172.8,-1.8,795,0.0,2022-10-21
WR Maharashtra,22524,0,486.0,155.4,1.5,830,0.0,2022-10-21
Goa,590,0,11.7,11.8,-0.7,65,0.0,2022-10-21
DNHDDPDCL,1107,0,25.6,25.5,0.1,57,0.0,2022-10-21
AMNSIL,762,0,16.3,10.2,0.1,249,0.0,2022-10-21
Andhra Pradesh,8996,0,185.0,68.3,0.7,516,0.0,2022-10-21
Telangana,8777,0,166.2,17.9,0.1,843,0.0,2022-10-21
SR Karnataka,9673,0,177.7,60.4,-0.6,535,0.0,2022-10-21
Kerala,3253,0,67.0,45.6,0.1,201,0.3,2022-10-21
Tamil Nadu,11536,0,249.5,143.2,-0.3,634,0.0,2022-10-21
Puducherry,349,0,73.0,7.6,-0.2,40,0.0,2022-10-21
Bihar,4806,0,88.4,71.7,-1.1,229,0.32,2022-10-21
Jharkhand,1739,0,29.0,20.4,0.0,289,1.2,2022-10-21
ER Odisha,5883,0,109.4,35.2,-1.0,582,0.0,2022-10-21
Sikkim,83,0,1.2,1.3,0.0,23,0.0,2022-10-21
Arunachal Pradesh,125,0,2.3,2.2,-0.2,19,0.0,2022-10-21
Assam,1533,0,27.6,20.2,0.2,67,0.0,2022-10-21
Manipur,188,0,2.5,2.6,-0.2,14,0.0,2022-10-21
NER Meghalaya,340,0,6.6,4.3,0.1,33,0.0,2022-10-21
Mizoram,107,0,17.0,1.4,-0.2,17,0.0,2022-10-21
Nagaland,128,0,2.0,1.8,-0.1,16,0.0,2022-10-21
Tripura,258,0,4.5,3.7,0.2,56,0.0,2022-10-21
Central Sector,8567,15531,8748.0,3350.0,559.0,36754,49.0,2022-10-21
State Sector,11890,14959,9675.0,2300.0,173.0,38996,51.0,2022-10-21
Total,20457,30489,18423.0,5650.0,731.0,75750,100.0,2022-10-21
Coal,589,1153,449.0,562.0,10.0,2765,73.0,2022-10-21
Lignite,20,7,41.0,0.0,0.0,68,2.0,2022-10-21
Nuclear,26,40,60.0,0.0,0.0,126,3.0,2022-10-21
 Naptha & Diesel,12,3,4.0,0.0,25.0,44,1.0,2022-10-21
Total,909,1323,861.0,631.0,58.0,3782,100.0,2022-10-21
Punjab,6337,0,126.0,42.6,-1.2,66,0.0,2022-10-22
Haryana,6320,38,128.0,68.9,-1.1,185,0.55,2022-10-22
Rajasthan,14766,89,285.3,128.5,2.3,437,5.86,2022-10-22
Delhi,3767,0,74.0,65.6,-0.4,391,0.0,2022-10-22
NR UP,15960,0,303.3,80.3,-0.7,211,0.0,2022-10-22
Uttarakhand,1862,0,35.0,23.1,-0.2,90,0.67,2022-10-22
HP,1758,0,31.1,18.0,-0.7,273,0.0,2022-10-22
J&K(UT) & Ladakh(UT),2546,90,48.4,42.8,-1.2,393,1.09,2022-10-22
Chandigarh,190,0,3.4,3.6,-0.1,30,0.0,2022-10-22
Chhattisgarh,3958,0,88.2,38.0,-0.5,148,0.0,2022-10-22
Gujarat,19540,0,391.3,248.2,-1.7,660,0.0,2022-10-22
MP.,13677,0,281.8,170.9,-1.3,570,0.0,2022-10-22
WR Maharashtra,24055,0,508.4,153.0,0.1,701,0.0,2022-10-22
Goa,637,0,12.2,12.8,-0.8,54,0.0,2022-10-22
DNHDDPDCL,1137,0,25.4,26.4,-1.0,79,0.0,2022-10-22
AMNSIL,715,0,16.7,10.0,0.3,336,0.0,2022-10-22
Andhra Pradesh,9249,0,188.7,69.3,-0.8,430,0.0,2022-10-22
Telangana,9191,0,172.5,20.3,-0.2,444,0.0,2022-10-22
SR Karnataka,10507,0,196.6,64.9,0.2,765,0.0,2022-10-22
Kerala,3794,0,74.2,49.4,0.5,194,0.0,2022-10-22
Tamil Nadu,14077,0,275.3,159.7,-0.3,862,0.0,2022-10-22
Puducherry,397,0,8.6,8.0,-0.1,64,0.0,2022-10-22
Bihar,4666,0,88.9,76.8,0.8,288,0.08,2022-10-22
DVC,3196,0,69.0,42.0,0.1,311,0.0,2022-10-22
Jharkhand,1584,0,28.0,19.2,0.1,365,3.53,2022-10-22
ER Odisha,5046,0,111.6,32.4,-0.4,403,0.0,2022-10-22
Sikkim,106,0,1.6,1.6,0.1,29,0.0,2022-10-22
Arunachal Pradesh,126,0,2.2,1.9,0.0,50,0.0,2022-10-22
Assam,1604,0,27.7,20.5,-0.1,99,0.0,2022-10-22
Manipur,203,0,2.6,2.5,0.1,40,0.0,2022-10-22
NER Meghalaya,365,0,6.6,4.9,-0.1,50,0.0,2022-10-22
Mizoram,126,0,1.6,1.5,-0.4,17,0.0,2022-10-22
Nagaland,144,0,2.0,2.0,-0.3,16,0.0,2022-10-22
Tripura,264,0,4.5,4.0,-0.1,28,0.0,2022-10-22
Central Sector,8567,14726,8748.0,3190.0,592.0,35823,50.0,2022-10-22
State Sector,9710,15329,8783.0,2050.0,173.0,36044,50.0,2022-10-22
Total,18277,30054,17531.0,5240.0,765.0,71866,100.0,2022-10-22
Coal,609,1212,478.0,578.0,11.0,2890,75.0,2022-10-22
Lignite,21,8,40.0,0.0,0.0,69,2.0,2022-10-22
Hydro,137,52,136.0,68.0,19.0,411,11.0,2022-10-22
Nuclear,26,29,60.0,0.0,0.0,115,3.0,2022-10-22
 Naptha & Diesel,16,0,5.0,0.0,31.0,51,1.0,2022-10-22
 Biomass & Others),47,82,200.0,5.0,1.0,335,9.0,2022-10-22
Total,856,1383,920.0,651.0,61.0,3871,100.0,2022-10-22
Punjab,6201,0,123.2,31.8,-1.5,66,0.0,2022-10-23
Haryana,6265,0,128.5,66.8,-1.4,188,0.0,2022-10-23
Rajasthan,14120,548,282.3,128.4,21.0,328,9.18,2022-10-23
Delhi,3752,0,69.7,64.5,-2.7,148,0.0,2022-10-23
NR UP,16050,0,303.7,76.4,-0.9,421,0.09,2022-10-23
Uttarakhand,1872,0,36.0,23.8,0.5,201,0.43,2022-10-23
J&K(UT) & Ladakh(UT),2626,190,54.9,46.2,1.0,455,1.09,2022-10-23
Chandigarh,185,0,3.3,3.4,-0.1,38,0.0,2022-10-23
Chhattisgarh,4053,0,87.7,33.4,0.2,200,0.0,2022-10-23
Gujarat,19267,0,394.5,245.8,-2.2,581,0.0,2022-10-23
MP.,14022,0,288.9,179.3,3.5,577,0.0,2022-10-23
WR Maharashtra,24593,0,521.1,162.3,2.4,852,0.0,2022-10-23
Goa,661,0,12.8,13.2,-0.6,39,0.0,2022-10-23
AMNSIL,716,0,16.4,9.6,0.5,295,0.0,2022-10-23
Andhra Pradesh,9588,0,192.3,76.5,0.3,574,0.0,2022-10-23
Telangana,8792,0,174.2,14.9,0.3,460,0.0,2022-10-23
SR Karnataka,10959,0,203.9,67.6,0.2,919,0.0,2022-10-23
Kerala,3768,0,76.0,52.8,0.5,221,0.0,2022-10-23
Tamil Nadu,14494,0,285.9,168.5,2.4,1255,0.0,2022-10-23
Puducherry,390,0,8.9,8.2,0.0,62,0.0,2022-10-23
Bihar,4572,0,85.5,73.6,1.7,317,0.82,2022-10-23
Jharkhand,1558,386,28.2,18.7,0.6,420,3.65,2022-10-23
ER Odisha,5799,0,110.7,28.9,-1.1,747,0.0,2022-10-23
Sikkim,103,0,1.7,1.6,0.0,20,0.0,2022-10-23
Arunachal Pradesh,128,0,2.0,1.8,0.0,44,0.0,2022-10-23
Assam,1638,0,28.7,21.3,-0.2,96,0.0,2022-10-23
Manipur,209,0,2.7,2.6,0.1,28,0.0,2022-10-23
Mizoram,122,0,1.8,1.4,-0.2,6,0.0,2022-10-23
Nagaland,149,0,2.2,1.9,0.0,22,0.0,2022-10-23
Tripura,256,0,4.4,3.5,-0.2,38,0.0,2022-10-23
Central Sector,8567,13466,8748.0,2590.0,617.0,33988,48.0,2022-10-23
State Sector,11280,14010,8203.0,2550.0,152.0,36194,52.0,2022-10-23
Total,19847,27475,16951.0,5140.0,769.0,70181,100.0,2022-10-23
Coal,626,1251,488.0,575.0,12.0,2952,75.0,2022-10-23
Lignite,22,8,41.0,0.0,0.0,70,2.0,2022-10-23
Hydro,142,51,131.0,63.0,20.0,406,10.0,2022-10-23
Nuclear,26,28,69.0,0.0,0.0,123,3.0,2022-10-23
 Naptha & Diesel,16,5,5.0,0.0,30.0,56,1.0,2022-10-23
 Biomass & Others),96,86,192.0,5.0,1.0,380,10.0,2022-10-23
Total,926,1429,925.0,643.0,63.0,3939,100.0,2022-10-23
Punjab,6209,0,125.4,36.2,-1.0,30,0.0,2022-10-24
Haryana,6262,0,127.4,63.1,-0.4,169,0.0,2022-10-24
Rajasthan,15272,0,283.1,123.5,3.0,319,4.13,2022-10-24
Delhi,3713,0,72.9,65.3,-1.2,136,0.0,2022-10-24
NR UP,15925,0,307.3,75.4,0.4,451,0.49,2022-10-24
Uttarakhand,1884,0,36.6,25.0,0.2,11,0.17,2022-10-24
HP,1825,0,32.2,19.4,0.0,91,0.0,2022-10-24
J&K(UT) & Ladakh(UT),2800,0,53.8,46.8,2.0,979,0.82,2022-10-24
Chandigarh,186,0,3.4,3.7,-0.3,18,0.0,2022-10-24
Chhattisgarh,3999,0,87.8,33.4,-0.2,265,0.0,2022-10-24
Gujarat,18788,0,393.5,232.2,-0.4,689,0.0,2022-10-24
MP,14209,0,292.0,185.8,-3.2,603,0.0,2022-10-24
WR Maharashtra,24696,0,525.1,165.9,-0.5,616,0.0,2022-10-24
Goa,622,0,12.6,12.4,0.0,33,0.0,2022-10-24
Andhra Pradesh,9605,0,190.9,78.7,-0.2,612,0.0,2022-10-24
Telangana,9233,0,171.5,19.8,0.1,392,0.0,2022-10-24
Kerala,3931,0,77.2,54.3,0.2,206,0.0,2022-10-24
Tamil Nadu,14555,0,294.9,173.0,-0.3,452,0.0,2022-10-24
Puducherry,396,0,8.7,8.2,-0.1,44,0.0,2022-10-24
Bihar,4968,0,82.8,74.8,-0.6,312,0.84,2022-10-24
Jharkhand,1447,0,27.7,18.6,0.2,265,3.65,2022-10-24
ER Odisha,5334,0,111.9,29.4,-1.1,492,0.0,2022-10-24
Arunachal Pradesh,121,0,2.0,1.8,-0.1,23,0.0,2022-10-24
Assam,1630,0,28.9,21.1,0.6,142,0.0,2022-10-24
Manipur,208,0,2.7,2.7,0.1,27,0.0,2022-10-24
NER Meghalaya,372,0,6.7,4.5,0.2,71,0.0,2022-10-24
Mizoram,129,0,1.8,1.4,-0.2,11,0.0,2022-10-24
Nagaland,141,0,2.1,1.8,0.0,24,0.0,2022-10-24
Tripura,252,0,4.2,3.4,-0.3,28,0.0,2022-10-24
Central Sector,8567,11856,7448.0,2230.0,617.0,30718,46.0,2022-10-24
State Sector,9730,14660,8623.0,3300.0,131.0,36443,54.0,2022-10-24
Total,18297,26515,16071.0,5530.0,748.0,67160,100.0,2022-10-24
Coal,625,1259,497.0,575.0,11.0,2968,74.0,2022-10-24
Lignite,24,10,43.0,0.0,0.0,77,2.0,2022-10-24
Hydro,146,43,118.0,61.0,19.0,386,10.0,2022-10-24
Nuclear,26,28,70.0,0.0,0.0,124,3.0,2022-10-24
 Naptha & Diesel,16,4,5.0,0.0,30.0,56,1.0,2022-10-24
 Biomass & Others),107,92,190.0,5.0,1.0,395,10.0,2022-10-24
Total,943,1437,923.0,641.0,61.0,4005,100.0,2022-10-24
Haryana,6235,0,130.4,59.1,-0.5,148,0.0,2022-10-24
Rajasthan,14947,0,289.2,114.2,2.2,358,0.97,2022-10-24
Delhi,3831,0,73.3,65.1,0.6,318,0.0,2022-10-24
Uttarakhand,1950,0,36.8,24.9,0.6,199,0.18,2022-10-24
HP,1714,0,31.5,19.0,-0.2,85,0.0,2022-10-24
J&K(UT) & Ladakh(UT),2661,0,54.8,48.6,0.9,218,0.05,2022-10-24
Chandigarh,190,0,3.4,3.7,-0.3,17,0.0,2022-10-24
Chhattisgarh,3948,0,86.5,32.9,-0.4,191,0.0,2022-10-24
Gujarat,19394,0,400.5,231.6,0.1,980,0.0,2022-10-24
MP.,14068,0,294.0,185.8,-2.9,590,0.0,2022-10-24
WR Maharashtra,24849,0,523.3,164.6,-2.0,604,0.0,2022-10-24
Goa,616,0,12.7,12.4,-0.3,30,0.0,2022-10-24
AMNSIL,786,0,16.5,9.5,0.6,292,0.0,2022-10-24
Andhra Pradesh,9321,0,188.5,70.0,-0.1,619,0.0,2022-10-24
Telangana,9152,0,169.4,25.3,0.3,354,0.0,2022-10-24
SR Karnataka,11630,0,207.8,78.8,-0.5,647,0.0,2022-10-24
Kerala,3942,0,78.0,54.7,0.5,184,0.0,2022-10-24
Tamil Nadu,14584,0,294.7,174.6,0.1,607,0.0,2022-10-24
Puducherry,395,0,9.3,8.3,0.2,11,0.0,2022-10-24
Bihar,4886,10,85.5,71.5,1.8,350,0.09,2022-10-24
Jharkhand,1549,0,28.7,19.7,-0.1,232,3.19,2022-10-24
West Bengal,7132,0,133.8,3.7,-0.6,310,0.0,2022-10-24
Sikkim,94,0,1.5,1.5,-0.1,19,0.0,2022-10-24
Arunachal Pradesh,105,0,1.8,1.6,-0.1,61,0.0,2022-10-24
Assam,1705,0,28.8,21.3,0.7,135,0.0,2022-10-24
NER Meghalaya,354,0,6.5,5.0,0.2,45,0.0,2022-10-24
Mizoram,125,0,1.8,1.4,-0.1,10,0.0,2022-10-24
Nagaland,138,0,2.1,1.8,0.0,24,0.0,2022-10-24
Tripura,241,0,41.0,2.9,-0.2,31,0.0,2022-10-24
Central Sector,8117,12456,6788.0,2500.0,617.0,30478,47.0,2022-10-24
State Sector,8140,14400,8683.0,2950.0,152.0,34324,53.0,2022-10-24
Total,16257,26855,15471.0,5450.0,769.0,64801,100.0,2022-10-24
Coal,636,1249,478.0,566.0,9.0,2938,73.0,2022-10-24
Lignite,28,14,52.0,0.0,0.0,94,2.0,2022-10-24
Hydro,146,39,115.0,57.0,18.0,375,9.0,2022-10-24
Nuclear,26,28,71.0,0.0,0.0,125,3.0,2022-10-24
 Naptha & Diesel,15,3,5.0,0.0,29.0,53,1.0,2022-10-24
 Biomass & Others),114,112,188.0,5.0,1.0,420,10.0,2022-10-24
Total,965,1445,909.0,628.0,57.0,4005,100.0,2022-10-24
Punjab,6740,0,124.2,34.6,-1.2,81,0.0,2022-10-25
Haryana,6266,0,129.4,59.2,-1.8,156,0.0,2022-10-25
Rajasthan,14628,44,286.2,108.0,4.6,482,2.85,2022-10-25
Delhi,3756,0,74.8,64.5,2.7,381,0.0,2022-10-25
NR UP,16082,0,305.4,79.4,0.9,556,0.0,2022-10-25
Uttarakhand,1942,0,36.5,24.8,-0.2,104,0.14,2022-10-25
HP,1838,0,32.9,20.0,0.0,51,0.02,2022-10-25
J&K(UT) & Ladakh(UT),2715,0,56.0,49.2,0.0,192,0.64,2022-10-25
Chandigarh,193,0,3.3,3.7,-0.3,26,0.0,2022-10-25
Chhattisgarh,3952,0,86.0,33.1,-1.2,174,0.0,2022-10-25
Gujarat,19462,0,401.0,229.1,0.6,7225,0.0,2022-10-25
MP.,14679,0,298.2,184.3,-3.0,587,0.0,2022-10-25
WR Maharashtra,24280,0,519.8,159.8,-1.9,642,0.0,2022-10-25
Goa,632,0,12.6,12.2,-0.2,37,0.0,2022-10-25
DNHDDPDCL,1188,0,27.3,27.1,0.2,54,0.0,2022-10-25
AMNSIL,739,0,16.0,9.4,0.2,305,0.0,2022-10-25
Andhra Pradesh,9066,0,185.8,65.8,0.5,496,0.0,2022-10-25
Telangana,9288,0,168.7,40.8,0.4,540,0.0,2022-10-25
SR Karnataka,11586,0,203.7,67.9,-0.5,713,0.0,2022-10-25
Kerala,3647,0,76.3,53.7,0.9,224,0.0,2022-10-25
Tamil Nadu,12806,0,273.2,170.1,-0.4,492,0.0,2022-10-25
Puducherry,361,0,8.9,19.0,0.3,14,0.0,2022-10-25
Bihar,4783,0,85.3,76.2,2.4,417,0.3,2022-10-25
Jharkhand,1460,133,28.2,19.6,-0.3,188,2.25,2022-10-25
West Bengal,7000,0,132.2,2.3,-1.0,313,0.0,2022-10-25
Sikkim,111,0,1.6,1.6,0.1,41,0.0,2022-10-25
Arunachal Pradesh,107,0,2.0,2.0,-0.2,20,0.0,2022-10-25
Assam,1650,0,27.7,21.4,-0.5,146,0.0,2022-10-25
Manipur,208,0,2.8,2.8,0.0,21,0.0,2022-10-25
NER Meghalaya,355,0,6.3,4.8,0.0,50,0.0,2022-10-25
Mizoram,121,0,1.8,1.4,-0.2,12,0.0,2022-10-25
Nagaland,134,0,2.2,1.9,-0.1,19,0.0,2022-10-25
Tripura,241,0,3.9,2.9,-0.3,19,0.0,2022-10-25
Central Sector,7247,13646,7248.0,3050.0,719.0,31909,46.0,2022-10-25
State Sector,9585,14962,9423.0,2700.0,152.0,36821,54.0,2022-10-25
Total,16832,28607,16671.0,5750.0,870.0,68730,100.0,2022-10-25
Coal,651,1216,482.0,557.0,10.0,2916,73.0,2022-10-25
Lignite,31,13,44.0,0.0,0.0,88,2.0,2022-10-25
Hydro,145,36,101.0,54.0,18.0,355,9.0,2022-10-25
Nuclear,26,28,7.0,0.0,0.0,124,3.0,2022-10-25
 Naptha & Diesel,14,5,6.0,0.0,30.0,55,1.0,2022-10-25
 Biomass & Others),114,145,166.0,5.0,1.0,431,11.0,2022-10-25
Total,981,1442,870.0,616.0,59.0,3968,100.0,2022-10-25
Haryana,6005,0,124.5,64.1,-1.4,128,0.0,2022-10-25
Rajasthan,14790,0,289.4,113.8,3.0,392,1.41,2022-10-25
Delhi,3469,0,65.0,58.5,-1.3,103,0.0,2022-10-25
NR UP,15816,0,298.0,71.4,-0.2,474,0.31,2022-10-25
Uttarakhand,1899,0,35.7,23.9,-0.1,147,0.1,2022-10-25
HP,1572,0,28.3,15.8,-0.3,51,0.0,2022-10-25
J&K(UT) & Ladakh(UT),2688,120,56.0,48.7,0.4,105,0.67,2022-10-25
Chandigarh,180,0,3.2,3.3,-0.1,24,0.0,2022-10-25
Chhattisgarh,3920,0,86.4,35.1,-0.5,117,0.0,2022-10-25
Gujarat,19674,0,402.1,237.7,1.2,753,0.0,2022-10-25
MP.,14539,0,297.3,188.5,-3.3,529,0.0,2022-10-25
Goa,633,0,12.0,12.4,-1.0,35,0.0,2022-10-25
DNHDDPDCL,1177,0,27.0,27.0,0.0,0,0.0,2022-10-25
AMNSIL,740,0,16.0,10.0,-0.3,230,0.0,2022-10-25
Andhra Pradesh,8164,0,174.2,62.0,0.8,687,0.0,2022-10-25
Telangana,8827,0,164.6,41.4,0.6,946,0.0,2022-10-25
SR Karnataka,10478,0,189.4,64.3,-0.6,945,0.0,2022-10-25
Kerala,3616,0,72.6,50.7,0.5,167,0.0,2022-10-25
Tamil Nadu,13056,0,258.3,150.4,0.2,505,0.0,2022-10-25
Puducherry,348,0,9.3,75.0,1.1,58,0.0,2022-10-25
Bihar,4631,0,81.1,71.8,0.7,299,0.03,2022-10-25
ER Odisha,4770,0,103.1,26.1,0.9,628,0.0,2022-10-25
Sikkim,96,0,1.6,1.4,0.2,40,0.0,2022-10-25
Arunachal Pradesh,119,0,2.0,1.7,0.0,38,0.0,2022-10-25
Assam,1631,0,28.5,20.5,0.9,115,0.0,2022-10-25
Manipur,211,0,2.7,2.8,0.0,19,0.0,2022-10-25
NER Meghalaya,363,0,6.7,4.6,0.1,35,0.0,2022-10-25
Mizoram,128,0,1.8,1.4,-0.2,18,0.0,2022-10-25
Nagaland,134,0,2.3,1.8,0.1,36,0.0,2022-10-25
Tripura,234,0,3.9,2.7,-0.1,34,0.0,2022-10-25
Central Sector,7247,13786,8658.0,3050.0,969.0,33709,47.0,2022-10-25
State Sector,9395,16540,9733.0,2860.0,152.0,38679,53.0,2022-10-25
Total,16642,30325,18391.0,5910.0,1120.0,72388,100.0,2022-10-25
Coal,645,1210,455.0,544.0,1.0,2862,74.0,2022-10-25
Lignite,29,15,42.0,0.0,0.0,86,2.0,2022-10-25
