Source,NR,WR,SR,ER,NER,All India,% Share,Date
"RES (Wind, Solar, Biomass & Others)",207.0,160.0,173.0,7.0,1.0,548.0,12,2023-02-25
Total,1056.0,1661.0,1082.0,780.0,59.0,4639.0,100,2023-02-25
Total,15867.0,24371.0,9519.0,3605.0,882.0,54243.0,100,
Coal,685.0,1457.0,667.0,704.0,17.0,3530.0,77,2023-02-26
Lignite,25.0,20.0,65.0,0.0,0.0,110.0,2,2023-02-26
Hydro,113.0,31.0,70.0,41.0,10.0,266.0,6,2023-02-26
Nuclear,30.0,34.0,63.0,0.0,0.0,127.0,3,2023-02-26
"Gas, Naptha & Diesel",7.0,17.0,6.0,0.0,29.0,59.0,1,2023-02-26
"RES (Wind, Solar, Biomass & Others)",189.0,120.0,201.0,7.0,1.0,519.0,11,2023-02-26
Total,1049.0,1681.0,1071.0,753.0,57.0,4611.0,100,2023-02-26
Total,15157.0,23154.0,9509.0,3005.0,882.0,51705.0,100,
Coal,658.0,1454.0,644.0,687.0,15.0,3458.0,77,2023-02-27
Lignite,27.0,18.0,62.0,0.0,0.0,108.0,2,2023-02-27
Hydro,117.0,28.0,65.0,39.0,9.0,259.0,6,2023-02-27
Nuclear,30.0,34.0,70.0,0.0,0.0,134.0,3,2023-02-27
"RES (Wind, Solar, Biomass & Others)",181.0,119.0,198.0,4.0,1.0,503.0,1,2023-02-27
Total,1020.0,1665.0,1045.0,730.0,56.0,4516.0,100,2023-02-27
Total,15512.0,22302.0,7829.0,1640.0,882.0,48163.0,100,
Coal,704.0,1506.0,681.0,739.0,16.0,3646.0,77,2023-02-28
Lignite,26.0,17.0,65.0,0.0,0.0,108.0,2,2023-02-28
Hydro,119.0,40.0,71.0,40.0,9.0,279.0,6,2023-02-28
Nuclear,30.0,35.0,70.0,0.0,0.0,135.0,3,2023-02-28
"Gas, Naptha & Diesel",7.0,17.0,6.0,0.0,30.0,61.0,1,2023-02-28
"RES (Wind, Solar, Biomass & Others)",170.0,115.0,218.0,4.0,1.0,507.0,1,2023-02-28
Total,1055.0,1730.0,1110.0,783.0,56.0,4735.0,100,2023-02-28
Total,10222.0,20722.0,7247.0,1700.0,807.0,40696.0,100,
Coal,752.0,1509.0,717.0,760.0,16.0,3755.0,77,2023-03-01
Lignite,25.0,17.0,64.0,0.0,0.0,107.0,2,2023-03-01
Hydro,125.0,65.0,80.0,39.0,8.0,316.0,7,2023-03-01
Nuclear,30.0,35.0,70.0,0.0,0.0,135.0,3,2023-03-01
"Gas, Naptha & Diesel",9.0,18.0,6.0,0.0,30.0,64.0,1,2023-03-01
"RES (Wind, Solar, Biomass & Others)",136.0,123.0,207.0,3.0,1.0,470.0,10,2023-03-01
Total,1076.0,1767.0,1144.0,802.0,56.0,4846.0,100,2023-03-01
Total,11417.0,19702.0,7680.0,1590.0,710.0,41098.0,100,
Lignite,24.0,16.0,64.0,0.0,0.0,104.0,2,
Hydro,124.0,49.0,83.0,35.0,9.0,300.0,6,
Nuclear,30.0,35.0,69.0,0.0,0.0,135.0,3,
"Gas, Naptha & Diesel",11.0,19.0,6.0,0.0,32.0,68.0,1,
"RES (Wind, Solar, Biomass & Others)",177.0,138.0,201.0,3.0,1.0,520.0,1,
Total,1151.0,1796.0,1151.0,794.0,58.0,4950.0,100,
Total,12137.0,20059.0,6499.0,1740.0,688.0,41122.0,100,
Coal,774.0,1565.0,750.0,744.0,17.0,3849.0,77,2023-03-02
Lignite,22.0,16.0,64.0,0.0,0.0,101.0,2,2023-03-02
Hydro,134.0,45.0,91.0,41.0,9.0,320.0,6,2023-03-02
Nuclear,30.0,35.0,69.0,0.0,0.0,135.0,3,2023-03-02
"Gas, Naptha & Diesel",10.0,20.0,6.0,0.0,31.0,68.0,1,2023-03-02
"RES (Wind, Solar, Biomass & Others)",169.0,142.0,185.0,6.0,1.0,503.0,10,2023-03-02
Total,1139.0,1823.0,1165.0,791.0,58.0,4976.0,100,2023-03-02
Total,11987.0,21116.0,7709.0,2540.0,688.0,44038.0,100,
Coal,799.0,1558.0,758.0,723.0,17.0,3856.0,77,2023-03-03
Lignite,15.0,16.0,64.0,0.0,0.0,95.0,2,2023-03-03
Nuclear,30.0,35.0,70.0,0.0,0.0,135.0,3,2023-03-03
"Gas, Naptha & Diesel",9.0,9.0,6.0,0.0,31.0,56.0,1,2023-03-03
"RES (Wind, Solar, Biomass & Others)",170.0,168.0,182.0,6.0,1.0,527.0,1,2023-03-03
Total,1167.0,1821.0,1157.0,716.0,57.0,4978.0,100,2023-03-03
Total,9942.0,21706.0,8609.0,3060.0,654.0,43970.0,100,
Coal,809.0,1560.0,711.0,716.0,17.0,3814.0,77,2023-03-04
Lignite,13.0,15.0,65.0,0.0,0.0,93.0,2,2023-03-04
Hydro,160.0,33.0,79.0,51.0,8.0,331.0,7,2023-03-04
Nuclear,30.0,35.0,70.0,0.0,0.0,135.0,3,2023-03-04
"Gas, Naptha & Diesel",9.0,7.0,6.0,0.0,29.0,52.0,1,2023-03-04
Total,1200.0,1798.0,1123.0,714.0,56.0,4951.0,100,2023-03-04
Total,9887.0,21412.0,8369.0,3020.0,654.0,43341.0,100,
Coal,806.0,1517.0,706.0,701.0,16.0,3745.0,77,2023-03-05
Lignite,12.0,16.0,65.0,0.0,0.0,92.0,2,2023-03-05
Hydro,155.0,31.0,71.0,44.0,9.0,317.0,7,2023-03-05
Nuclear,30.0,35.0,70.0,0.0,0.0,135.0,3,2023-03-05
"Gas, Naptha & Diesel",16.0,4.0,6.0,0.0,31.0,58.0,1,2023-03-05
Total,1195.0,1753.0,1083.0,751.0,57.0,4839.0,100,2023-03-05
Total,7870.0,16854.0,7004.0,2420.0,654.0,34802.0,100,
Coal,836.0,1572.0,744.0,717.0,17.0,3886.0,76,2023-03-06
Lignite,16.0,15.0,65.0,0.0,0.0,96.0,2,2023-03-06
Hydro,160.0,47.0,89.0,44.0,9.0,350.0,7,2023-03-06
Nuclear,30.0,35.0,70.0,0.0,0.0,135.0,3,2023-03-06
"Gas, Naptha & Diesel",34.0,39.0,6.0,0.0,31.0,111.0,2,2023-03-06
"RES (Wind, Solar, Biomass & Others)",186.0,145.0,201.0,4.0,1.0,537.0,10,2023-03-06
Total,1263.0,1854.0,1175.0,765.0,59.0,5115.0,100,2023-03-06
Total,7474.0,15979.0,5306.0,2460.0,654.0,31873.0,100,
Coal,855.0,1624.0,773.0,720.0,17.0,3988.0,76,2023-03-07
Lignite,22.0,15.0,66.0,0.0,0.0,102.0,2,2023-03-07
Hydro,162.0,47.0,92.0,46.0,11.0,358.0,7,2023-03-07
Nuclear,30.0,35.0,69.0,0.0,0.0,134.0,3,2023-03-07
"Gas, Naptha & Diesel",41.0,53.0,6.0,0.0,31.0,132.0,3,2023-03-07
"RES (Wind, Solar, Biomass & Others)",188.0,141.0,191.0,3.0,1.0,524.0,10,2023-03-07
Total,1297.0,1916.0,1197.0,769.0,60.0,5239.0,100,2023-03-07
Total,7935.0,19274.0,5576.0,2880.0,677.0,36341.0,100,
Coal,821.0,1583.0,770.0,715.0,17.0,3906.0,75,2023-03-08
Lignite,25.0,15.0,67.0,0.0,0.0,107.0,2,2023-03-08
Hydro,188.0,46.0,78.0,48.0,9.0,369.0,7,2023-03-08
Nuclear,30.0,35.0,69.0,0.0,0.0,134.0,3,2023-03-08
"Gas, Naptha & Diesel",42.0,50.0,6.0,0.0,30.0,129.0,2,2023-03-08
"RES (Wind, Solar, Biomass & Others)",156.0,184.0,192.0,3.0,1.0,536.0,10,2023-03-08
Total,1262.0,1913.0,1183.0,767.0,56.0,5181.0,100,2023-03-08
Total,8572.0,18332.0,5636.0,3400.0,710.0,36649.0,100,
Coal,817.0,1579.0,7.0,688.0,16.0,3872.0,75,2023-03-09
Lignite,25.0,17.0,61.0,0.0,0.0,102.0,2,2023-03-09
Hydro,219.0,39.0,76.0,54.0,14.0,401.0,8,2023-03-09
Nuclear,30.0,34.0,51.0,0.0,0.0,116.0,2,2023-03-09
Total,1287.0,1862.0,1181.0,745.0,62.0,5137.0,100,2023-03-09
Total,9052.0,18378.0,5456.0,4390.0,711.0,37986.0,100,
Coal,764.0,1553.0,751.0,658.0,15.0,3740.0,75,2023-03-10
Lignite,25.0,18.0,60.0,0.0,0.0,102.0,2,2023-03-10
Nuclear,30.0,35.0,45.0,0.0,0.0,110.0,2,2023-03-10
"Gas, Naptha & Diesel",17.0,20.0,6.0,0.0,29.0,73.0,1,2023-03-10
Total,1232.0,1827.0,1137.0,710.0,57.0,4964.0,100,2023-03-10
Total,9462.0,25495.0,6056.0,4390.0,670.0,46073.0,100,
Coal,750.0,1509.0,722.0,641.0,13.0,3636.0,76,2023-03-11
Lignite,24.0,15.0,60.0,0.0,0.0,99.0,2,2023-03-11
Hydro,193.0,25.0,52.0,42.0,13.0,326.0,7,2023-03-11
Nuclear,30.0,35.0,45.0,0.0,0.0,110.0,2,2023-03-11
"Gas, Naptha & Diesel",18.0,15.0,6.0,0.0,30.0,69.0,1,2023-03-11
"RES (Wind, Solar, Biomass & Others)",178.0,174.0,180.0,3.0,1.0,537.0,1,2023-03-11
Total,1193.0,1774.0,1065.0,687.0,57.0,4776.0,100,2023-03-11
Total,10077.0,19953.0,7396.0,3940.0,672.0,42037.0,100,
Coal,676.0,1378.0,658.0,601.0,11.0,3324.0,75,2023-03-12
Lignite,21.0,16.0,40.0,0.0,0.0,71.0,2,2023-03-12
Hydro,173.0,19.0,53.0,43.0,10.0,297.0,7,2023-03-12
Nuclear,30.0,36.0,45.0,0.0,0.0,111.0,3,2023-03-12
"Gas, Naptha & Diesel",18.0,15.0,6.0,0.0,30.0,68.0,2,2023-03-12
"RES (Wind, Solar, Biomass & Others)",188.0,159.0,191.0,6.0,1.0,545.0,12,2023-03-12
Total,1106.0,1623.0,994.0,649.0,51.0,4423.0,100,2023-03-12
Total,9877.0,19501.0,7106.0,2840.0,670.0,39993.0,100,
Coal,715.0,1474.0,682.0,642.0,13.0,3526.0,76,2023-03-13
Lignite,23.0,19.0,52.0,0.0,0.0,94.0,2,2023-03-13
Hydro,163.0,33.0,70.0,40.0,10.0,315.0,7,2023-03-13
Nuclear,30.0,36.0,45.0,0.0,0.0,111.0,2,2023-03-13
"Gas, Naptha & Diesel",18.0,18.0,6.0,0.0,30.0,72.0,2,2023-03-13
"RES (Wind, Solar, Biomass & Others)",179.0,124.0,188.0,6.0,1.0,498.0,1,2023-03-13
Total,1129.0,1704.0,1043.0,688.0,53.0,4617.0,100,2023-03-13
Total,9572.0,19610.0,6524.0,2180.0,734.0,38619.0,100,
Coal,723.0,1493.0,715.0,691.0,14.0,3637.0,77,2023-03-14
Lignite,26.0,19.0,60.0,0.0,0.0,105.0,2,2023-03-14
Hydro,166.0,26.0,69.0,33.0,10.0,303.0,6,2023-03-14
Nuclear,29.0,37.0,45.0,0.0,0.0,111.0,2,2023-03-14
"Gas, Naptha & Diesel",18.0,16.0,7.0,0.0,29.0,69.0,1,2023-03-14
"RES (Wind, Solar, Biomass & Others)",174.0,146.0,171.0,3.0,1.0,495.0,10,2023-03-14
Total,1134.0,1737.0,1066.0,728.0,55.0,4721.0,100,2023-03-14
Total,10482.0,18775.0,6874.0,3140.0,731.0,40001.0,100,
Coal,763.0,1486.0,703.0,694.0,15.0,3662.0,77,2023-03-15
Lignite,27.0,20.0,59.0,0.0,0.0,106.0,2,2023-03-15
Hydro,175.0,26.0,67.0,38.0,10.0,316.0,7,2023-03-15
Nuclear,29.0,37.0,45.0,0.0,0.0,111.0,2,2023-03-15
"Gas, Naptha & Diesel",18.0,18.0,7.0,0.0,30.0,72.0,2,2023-03-15
"RES (Wind, Solar, Biomass & Others)",167.0,167.0,164.0,3.0,1.0,503.0,1,2023-03-15
Total,1178.0,1755.0,1045.0,735.0,56.0,4769.0,100,2023-03-15
Total,9272.0,18615.0,8044.0,2680.0,760.0,39371.0,100,
Coal,765.0,1491.0,708.0,704.0,16.0,3683.0,78,2023-03-16
Lignite,26.0,21.0,58.0,0.0,0.0,104.0,2,2023-03-16
Hydro,179.0,27.0,76.0,37.0,8.0,327.0,7,2023-03-16
Nuclear,29.0,37.0,48.0,0.0,0.0,113.0,2,2023-03-16
"Gas, Naptha & Diesel",16.0,21.0,6.0,0.0,29.0,2.0,2,2023-03-16
"RES (Wind, Solar, Biomass & Others)",135.0,135.0,168.0,3.0,1.0,442.0,9,2023-03-16
Total,1149.0,1731.0,1064.0,744.0,53.0,4740.0,100,2023-03-16
Total,9162.0,19165.0,8384.0,2970.0,689.0,40369.0,100,
Coal,7723.0,1469.0,685.0,701.0,15.0,3642.0,77,2023-03-17
Lignite,29.0,23.0,61.0,0.0,0.0,113.0,2,2023-03-17
Hydro,189.0,22.0,2.0,40.0,9.0,332.0,7,2023-03-17
Nuclear,29.0,37.0,61.0,0.0,0.0,127.0,3,2023-03-17
"Gas, Naptha & Diesel",15.0,20.0,7.0,0.0,29.0,71.0,2,2023-03-17
"RES (Wind, Solar, Biomass & Others)",142.0,113.0,167.0,3.0,1.0,425.0,9,2023-03-17
Total,1178.0,1684.0,1052.0,744.0,54.0,4711.0,100,2023-03-17
Total,8980.0,23887.0,8576.0,2890.0,696.0,45028.0,100,
Coal,729.0,1512.0,723.0,666.0,16.0,3645.0,77,2023-03-18
Lignite,20.0,14.0,45.0,0.0,0.0,78.0,2,2023-03-18
Hydro,236.0,55.0,62.0,58.0,10.0,422.0,9,2023-03-18
Nuclear,30.0,37.0,46.0,0.0,0.0,112.0,2,2023-03-18
"Gas, Naptha & Diesel",18.0,1.0,6.0,0.0,28.0,63.0,1,2023-03-18
"RES (Wind, Solar, Biomass & Others)",122.0,136.0,167.0,3.0,1.0,429.0,9,2023-03-18
Total,6200.0,17869.0,9246.0,3284.0,1104.0,37701.0,100,2023-03-18
Coal,822.0,1573.0,704.0,694.0,18.0,3811.0,73,2023-03-19
Lignite,21.0,20.0,52.0,0.0,0.0,93.0,2,2023-03-19
Hydro,229.0,26.0,57.0,71.0,9.0,391.0,7,2023-03-19
Nuclear,29.0,32.0,46.0,0.0,0.0,107.0,2,2023-03-19
"Gas, Naptha & Diesel",40.0,43.0,6.0,0.0,23.0,113.0,2,2023-03-19
"RES (Wind, Solar, Biomass & Others)",174.0,222.0,335.0,3.0,1.0,735.0,14,2023-03-19
Total,1316.0,1916.0,1200.0,768.0,50.0,5249.0,100,2023-03-19
Total,4700.0,18584.0,9856.0,3420.0,695.0,37254.0,100,
Coal,811.0,1480.0,645.0,659.0,14.0,3609.0,69,2023-03-20
Lignite,30.0,17.0,58.0,0.0,0.0,104.0,2,2023-03-20
Hydro,395.0,40.0,42.0,103.0,30.0,610.0,12,2023-03-20
Nuclear,29.0,45.0,51.0,0.0,0.0,125.0,2,2023-03-20
"Gas, Naptha & Diesel",46.0,53.0,7.0,0.0,28.0,134.0,3,2023-03-20
"RES (Wind, Solar, Biomass & Others)",191.0,166.0,296.0,3.0,1.0,657.0,13,2023-03-20
Total,1502.0,1801.0,1099.0,765.0,73.0,5239.0,100,2023-03-20
Total,10814.0,23301.0,11618.0,4120.0,1059.0,50911.0,100,
Coal,670.0,1338.0,590.0,584.0,12.0,3194.0,68,2023-03-21
Lignite,29.0,9.0,53.0,0.0,0.0,91.0,2,2023-03-21
Hydro,382.0,31.0,32.0,103.0,26.0,574.0,12,2023-03-21
Nuclear,29.0,47.0,51.0,0.0,0.0,127.0,3,2023-03-21
"Gas, Naptha & Diesel",15.0,14.0,6.0,0.0,23.0,57.0,1,2023-03-21
"RES (Wind, Solar, Biomass & Others)",147.0,149.0,341.0,6.0,1.0,644.0,14,2023-03-21
Total,1272.0,1587.0,1073.0,692.0,63.0,4686.0,100,2023-03-21
Total,21884.0,24705.0,13731.0,3410.0,592.0,64322.0,100,
Coal,572.0,1252.0,586.0,585.0,13.0,3008.0,69,2023-03-22
Lignite,21.0,14.0,55.0,0.0,0.0,90.0,2,2023-03-22
Hydro,237.0,38.0,48.0,139.0,31.0,492.0,11,2023-03-22
Nuclear,25.0,47.0,46.0,0.0,0.0,118.0,3,2023-03-22
"Gas, Naptha & Diesel",7.0,10.0,7.0,0.0,27.0,51.0,1,2023-03-22
"RES (Wind, Solar, Biomass & Others)",131.0,166.0,294.0,4.0,1.0,595.0,14,2023-03-22
Total,993.0,1526.0,1035.0,728.0,72.0,4354.0,100,2023-03-22
Total,10493.0,25239.0,14331.0,5180.0,518.0,55761.0,100,
Coal,688.0,1336.0,566.0,596.0,13.0,3199.0,68,2023-03-23
Lignite,24.0,15.0,55.0,0.0,0.0,94.0,2,2023-03-23
Hydro,339.0,50.0,53.0,115.0,32.0,589.0,12,2023-03-23
Nuclear,29.0,47.0,46.0,0.0,0.0,122.0,3,2023-03-23
"Gas, Naptha & Diesel",17.0,11.0,7.0,0.0,29.0,63.0,1,2023-03-23
"RES (Wind, Solar, Biomass & Others)",179.0,197.0,279.0,2.0,1.0,658.0,14,2023-03-23
Total,1277.0,1657.0,1005.0,713.0,74.0,4725.0,100,2023-03-23
Total,7501.0,15437.0,8306.0,5450.0,410.0,37103.0,100,
Coal,875.0,1706.0,703.0,636.0,12.0,3932.0,70,2023-03-24
Lignite,29.0,11.0,45.0,0.0,0.0,85.0,2,2023-03-24
Hydro,367.0,105.0,85.0,134.0,39.0,730.0,13,2023-03-24
Nuclear,29.0,54.0,46.0,0.0,0.0,129.0,2,2023-03-24
"Gas, Naptha & Diesel",58.0,78.0,3.0,0.0,29.0,168.0,3,2023-03-24
Total,1555.0,2076.0,1158.0,773.0,81.0,5643.0,100,2023-03-24
Total,13060.0,15824.0,7507.0,5731.0,334.0,42455.0,100,
Coal,729.0,1605.0,782.0,645.0,16.0,3777.0,77,2023-03-25
Hydro,159.0,55.0,65.0,57.0,23.0,359.0,7,2023-03-25
Nuclear,25.0,54.0,71.0,0.0,0.0,149.0,3,2023-03-25
"Gas, Naptha & Diesel",24.0,38.0,5.0,0.0,28.0,95.0,2,2023-03-25
"RES (Wind, Solar, Biomass & Others)",137.0,101.0,168.0,4.0,1.0,412.0,8,2023-03-25
Total,1095.0,1871.0,1138.0,706.0,68.0,4879.0,100,2023-03-25
Total,13690.0,19665.0,9204.0,8461.0,822.0,51842.0,100,
Coal,749.0,1547.0,684.0,649.0,10.0,3638.0,78,2023-03-26
Lignite,31.0,20.0,65.0,0.0,0.0,116.0,2,2023-03-26
Hydro,92.0,52.0,34.0,24.0,9.0,211.0,4,2023-03-26
Nuclear,26.0,41.0,69.0,0.0,0.0,136.0,3,2023-03-26
"Gas, Naptha & Diesel",19.0,32.0,6.0,0.0,25.0,81.0,2,2023-03-26
"RES (Wind, Solar, Biomass & Others)",132.0,135.0,212.0,5.0,1.0,485.0,10,2023-03-26
Total,1049.0,1825.0,1070.0,677.0,45.0,4667.0,100,2023-03-26
Total,15232.0,19805.0,9449.0,5709.0,987.0,51182.0,100,
Lignite,31.0,20.0,46.0,0.0,0.0,96.0,2,
Hydro,113.0,33.0,63.0,21.0,9.0,239.0,5,
Nuclear,32.0,44.0,52.0,0.0,0.0,127.0,3,
"Gas, Naptha & Diesel",10.0,25.0,6.0,0.0,24.0,65.0,1,
"RES (Wind, Solar, Biomass & Others)",189.0,166.0,215.0,5.0,1.0,575.0,12,
Total,1107.0,1871.0,1128.0,764.0,44.0,4914.0,100,
Total,15254.0,18927.0,10319.0,6435.0,862.0,51796.0,100,
Lignite,31.0,19.0,64.0,0.0,0.0,113.0,2,
Hydro,110.0,23.0,44.0,19.0,8.0,203.0,4,
Nuclear,30.0,34.0,46.0,0.0,0.0,110.0,2,
"Gas, Naptha & Diesel",8.0,20.0,6.0,0.0,25.0,60.0,1,
"RES (Wind, Solar, Biomass & Others)",211.0,218.0,291.0,5.0,1.0,726.0,15,
Total,1056.0,1847.0,1119.0,728.0,43.0,4793.0,100,
"RES (Wind, Solar, Biomass & Others)",194.0,1488.0,2038.0,1117.0,13.07,15.97,35,
"RES (Wind, Solar, Biomass & Others)",7.0,5814.0,12.0,9.0,24.0,1048.0,76,
Total,7963.0,23150.0,13301.0,7525.0,816.0,52754.0,100,
Coal,791.0,1406.0,590.0,650.0,13.0,3451.0,66,2023-03-27
Lignite,26.0,14.0,47.0,0.0,0.0,87.0,2,2023-03-27
Nuclear,30.0,47.0,76.0,0.0,0.0,153.0,3,2023-03-27
"Gas, Naptha & Diesel",16.0,28.0,5.0,0.0,22.0,71.0,1,2023-03-27
"RES (Wind, Solar, Biomass & Others)",186.0,309.0,368.0,4.0,1.0,869.0,17,2023-03-27
Total,7608.0,21243.0,12951.0,6860.0,966.0,49627.0,100,2023-03-27
Coal,818.0,1442.0,568.0,643.0,10.0,3480.0,68,2023-03-28
Lignite,29.0,8.0,47.0,0.0,0.0,83.0,2,2023-03-28
Hydro,368.0,27.0,57.0,70.0,37.0,557.0,11,2023-03-28
Nuclear,30.0,48.0,76.0,0.0,0.0,154.0,3,2023-03-28
"Gas, Naptha & Diesel",14.0,13.0,5.0,0.0,22.0,54.0,1,2023-03-28
"RES (Wind, Solar, Biomass & Others)",181.0,236.0,395.0,8.0,1.0,821.0,16,2023-03-28
Total,1438.0,1774.0,1148.0,720.0,69.0,5150.0,100,2023-03-28
Total,7408.0,24005.0,16131.0,6835.0,437.0,54815.0,100,
Coal,873.0,1365.0,524.0,656.0,14.0,3431.0,66,2023-03-29
Lignite,32.0,11.0,50.0,0.0,0.0,93.0,2,2023-03-29
Hydro,396.0,40.0,104.0,79.0,35.0,653.0,13,2023-03-29
Nuclear,30.0,60.0,76.0,0.0,0.0,166.0,3,2023-03-29
"Gas, Naptha & Diesel",30.0,29.0,6.0,0.0,23.0,87.0,2,2023-03-29
"RES (Wind, Solar, Biomass & Others)",169.0,185.0,412.0,3.0,1.0,770.0,15,2023-03-29
Total,1529.0,1690.0,1171.0,738.0,73.0,5200.0,100,2023-03-29
Total,8536.0,27661.0,16025.0,7018.0,798.0,60038.0,100,
Coal,731.0,1215.0,515.0,617.0,13.0,3091.0,63,2023-03-30
Lignite,27.0,6.0,49.0,0.0,0.0,81.0,2,2023-03-30
Hydro,400.0,116.0,173.0,92.0,31.0,811.0,17,2023-03-30
Nuclear,34.0,63.0,74.0,0.0,0.0,170.0,3,2023-03-30
"Gas, Naptha & Diesel",11.0,41.0,5.0,0.0,22.0,79.0,2,2023-03-30
"RES (Wind, Solar, Biomass & Others)",105.0,172.0,382.0,5.0,1.0,666.0,14,2023-03-30
Total,1308.0,1613.0,1197.0,714.0,68.0,4899.0,100,2023-03-30
Total,11068.0,25578.0,14839.0,4335.0,509.0,56329.0,100,
Coal,653.0,1211.0,498.0,665.0,12.0,3038.0,73,2023-03-31
Lignite,25.0,18.0,49.0,0.0,0.0,92.0,2,2023-03-31
Hydro,140.0,25.0,122.0,52.0,26.0,364.0,9,2023-03-31
Nuclear,35.0,47.0,76.0,0.0,0.0,159.0,4,2023-03-31
"Gas, Naptha & Diesel",11.0,12.0,5.0,0.0,24.0,52.0,1,2023-03-31
"RES (Wind, Solar, Biomass & Others)",157.0,128.0,151.0,5.0,1.0,441.0,1,2023-03-31
Total,1021.0,1441.0,901.0,721.0,62.0,4146.0,100,2023-03-31
Total,13575.0,18922.0,11409.0,6085.0,634.0,50626.0,100,
Coal,696.0,1544.0,668.0,723.0,16.0,3646.0,77,2023-04-01
Lignite,23.0,16.0,52.0,0.0,0.0,90.0,2,2023-04-01
Hydro,128.0,43.0,100.0,40.0,18.0,330.0,7,2023-04-01
Nuclear,33.0,53.0,72.0,0.0,0.0,157.0,3,2023-04-01
"Gas, Naptha & Diesel",13.0,22.0,6.0,0.0,24.0,66.0,1,2023-04-01
"RES (Wind, Solar, Biomass & Others)",137.0,137.0,159.0,5.0,1.0,440.0,9,2023-04-01
Total,1030.0,1814.0,1057.0,768.0,60.0,4729.0,100,2023-04-01
"Gas, Naptha & Diesel",10.0,77.0,2.0,16.0,24.0,1.0,144,
Total,11235.0,21066.0,14772.0,7257.0,709.0,55038.0,100,
Coal,716.0,1499.0,614.0,665.0,10.0,3503.0,75,2023-04-02
Lignite,26.0,7.0,28.0,0.0,0.0,61.0,1,2023-04-02
Hydro,117.0,47.0,90.0,18.0,14.0,284.0,6,2023-04-02
Nuclear,32.0,68.0,70.0,0.0,0.0,169.0,4,2023-04-02
"Gas, Naptha & Diesel",10.0,23.0,4.0,0.0,25.0,61.0,1,2023-04-02
"RES (Wind, Solar, Biomass & Others)",198.0,212.0,171.0,6.0,1.0,587.0,13,2023-04-02
Total,1098.0,1854.0,975.0,689.0,49.0,4666.0,100,2023-04-02
Total,11762.0,18931.0,10527.0,6415.0,858.0,48493.0,100,
Coal,717.0,1584.0,661.0,677.0,14.0,3654.0,75,2023-04-03
Lignite,27.0,16.0,49.0,0.0,0.0,92.0,2,2023-04-03
Hydro,93.0,45.0,70.0,21.0,10.0,238.0,5,2023-04-03
Nuclear,33.0,54.0,71.0,0.0,0.0,158.0,3,2023-04-03
"Gas, Naptha & Diesel",9.0,10.0,10.0,0.0,22.0,51.0,1,2023-04-03
"RES (Wind, Solar, Biomass & Others)",236.0,171.0,237.0,6.0,1.0,650.0,13,2023-04-03
Total,1115.0,1880.0,1098.0,704.0,46.0,4843.0,100,2023-04-03
Total,10643.0,19511.0,9917.0,7390.0,938.0,48399.0,100,
Coal,776.0,1641.0,692.0,692.0,15.0,3815.0,76,2023-04-04
Lignite,28.0,14.0,53.0,0.0,0.0,95.0,2,2023-04-04
Hydro,94.0,56.0,88.0,22.0,1.0,270.0,5,2023-04-04
Nuclear,32.0,55.0,71.0,0.0,0.0,158.0,3,2023-04-04
"Gas, Naptha & Diesel",1.0,19.0,1.0,0.0,22.0,64.0,1,2023-04-04
"RES (Wind, Solar, Biomass & Others)",225.0,146.0,236.0,6.0,1.0,613.0,12,2023-04-04
Total,1165.0,1931.0,1151.0,719.0,49.0,5015.0,100,2023-04-04
Total,12490.0,17051.0,10345.0,5500.0,1134.0,46521.0,100,
Lignite,28.0,12.0,57.0,0.0,0.0,97.0,2,
Hydro,99.0,52.0,92.0,28.0,10.0,280.0,5,
Nuclear,32.0,55.0,66.0,0.0,0.0,153.0,3,
"Gas, Naptha & Diesel",9.0,20.0,11.0,0.0,24.0,64.0,1,
"RES (Wind, Solar, Biomass & Others)",217.0,177.0,225.0,7.0,2.0,627.0,12,
Total,1150.0,1979.0,1177.0,714.0,52.0,5132.0,100,
Total,14048.0,15131.0,9715.0,4330.0,1079.0,44304.0,100,
Coal,728.0,1627.0,720.0,746.0,14.0,3835.0,75,2023-04-05
Lignite,25.0,12.0,60.0,0.0,0.0,97.0,2,2023-04-05
Nuclear,31.0,54.0,58.0,0.0,0.0,144.0,3,2023-04-05
"Gas, Naptha & Diesel",9.0,17.0,9.0,0.0,25.0,61.0,1,2023-04-05
"RES (Wind, Solar, Biomass & Others)",242.0,244.0,225.0,7.0,1.0,720.0,14,2023-04-05
Total,1137.0,1996.0,1150.0,716.0,51.0,5109.0,100,2023-04-05
Total,13883.0,15338.0,10445.0,7948.0,1032.0,48646.0,100,
Coal,743.0,1708.0,739.0,698.0,15.0,3901.0,71,2023-04-06
Lignite,26.0,14.0,46.0,0.0,0.0,86.0,2,2023-04-06
Hydro,97.0,40.0,99.0,24.0,8.0,268.0,5,2023-04-06
Nuclear,21.0,49.0,66.0,0.0,0.0,136.0,3,2023-04-06
"Gas, Naptha & Diesel",14.0,18.0,4.0,0.0,24.0,61.0,1,2023-04-06
"RES (Wind, Solar, Biomass & Others)",229.0,199.0,208.0,6.0,1.0,643.0,13,2023-04-06
Total,14044.0,15195.0,7525.0,6675.0,999.0,44438.0,100,2023-04-06
Coal,762.0,1650.0,734.0,710.0,14.0,3870.0,76,2023-04-07
Lignite,30.0,16.0,59.0,0.0,0.0,104.0,2,2023-04-07
